Shanghai	31.230416 	121.473701
Beijing	39.904211 	116.407395 
Guangzhou	23.12911 	113.264385 
Shenzhen	22.546327	114.054555
Tianjin	39.123567	117.198048
HongKong	22.280137	114.168731
Wuhan	30.591504	114.314851
Chongqing	29.532212	106.513647
Nanking	32.060775	118.778921
Harbin	45.757954	126.629361
Xian	34.266678	108.949528
Chengdu	30.664233	104.075485
